0,您 好 *,*,*,<random>#Newline<li>您好，請問有什麼我可以幫忙您嗎?</li>#Newline<li>Hi，有什麼問題想了解嗎?</li>#Newline<li>Hello，關於我們你想了解什麼嗎?</li>#Newline</random>,ClientService.aiml
0,* 會 員 無 法 登 入,*,*,您好，請您再次確認輸入的帳號密碼無誤，若是問題無法解決請聯絡我們,ClientService.aiml
0,* 如 何 註 冊,*,*,您好，請您至右上角會員登入畫面點擊下方註冊，當您完成填寫並確認送出後，系統將自動發送確認信函至您的Email信箱，請妥善保存此信件，並維護密碼隱私性以保障您的權益,ClientService.aiml
0,會 員 無 法 登 入 *,*,*,您好，請您再次確認輸入的帳號密碼無誤，若是問題無法解決請聯絡我們,ClientService.aiml
0,* 會 員 無 法 登 入 *,*,*,您好，請您再次確認輸入的帳號密碼無誤，若是問題無法解決請聯絡我們,ClientService.aiml
0,* 如 何 註 冊 *,*,*,您好，請您至右上角會員登入畫面點擊下方註冊，當您完成填寫並確認送出後，系統將自動發送確認信函至您的Email信箱，請妥善保存此信件，並維護密碼隱私性以保障您的權益,ClientService.aiml
0,* 註 冊,*,*,您好，請您至右上角會員登入畫面點擊下方註冊，當您完成填寫並確認送出後，系統將自動發送確認信函至您的Email信箱，請妥善保存此信件，並維護密碼隱私性以保障您的權益,ClientService.aiml
0,註 冊 *,*,*,您好，請您至右上角會員登入畫面點擊下方註冊，當您完成填寫並確認送出後，系統將自動發送確認信函至您的Email信箱，請妥善保存此信件，並維護密碼隱私性以保障您的權益,ClientService.aiml
0,* 註 冊 *,*,*,您好，請您至右上角會員登入畫面點擊下方註冊，當您完成填寫並確認送出後，系統將自動發送確認信函至您的Email信箱，請妥善保存此信件，並維護密碼隱私性以保障您的權益,ClientService.aiml
0,* 忘 記 密 碼,*,*,請您點擊忘記密碼後，輸入註冊的E-mail帳號，收取認證信即可,ClientService.aiml
0,* 忘 記 密 碼 *,*,*,請您點擊忘記密碼後，輸入註冊的E-mail帳號，收取認證信即可,ClientService.aiml
0,* 修 改 密 碼,*,*,請您登入會員畫面，點擊修改密碼即可,ClientService.aiml
0,想 修 改 密 碼 *,*,*,請您登入會員畫面，點擊修改密碼即可,ClientService.aiml
0,* 想 修 改 密 碼 *,*,*,請您登入會員畫面，點擊修改密碼即可,ClientService.aiml
0,* 付 款,*,*,請您確認所選商品品項是否無誤，嘗試重新刷新，再結帳,ClientService.aiml
0,* 付 款 *,*,*,請您確認所選商品品項是否無誤，嘗試重新刷新，再結帳,ClientService.aiml
0,付 款 *,*,*,請您確認所選商品品項是否無誤，嘗試重新刷新，再結帳,ClientService.aiml
0,* 結 帳 *,*,*,請您確認所選商品品項是否無誤，嘗試重新刷新，再結帳,ClientService.aiml
0,結 帳 *,*,*,請您確認所選商品品項是否無誤，嘗試重新刷新，再結帳,ClientService.aiml
0,退 款 *,*,*,您好，信用卡退款作業需7~14工作天，請耐心等候。商品退款說明；因課程觀看片長問題，購買商品若是影片課程，目前只接受購買後20分鐘內的退款作業，超過20分鐘，將無法進行退款。#Newline其餘商品可參閱退換貨說明。,ClientService.aiml
0,* 退 款 *,*,*,您好，信用卡退款作業需7~14工作天，請耐心等候。商品退款說明；因課程觀看片長問題，購買商品若是影片課程，目前只接受購買後20分鐘內的退款作業，超過20分鐘，將無法進行退款。#Newline其餘商品可參閱退換貨說明。,ClientService.aiml
0,* 退 款,*,*,您好，信用卡退款作業需7~14工作天，請耐心等候。商品退款說明；因課程觀看片長問題，購買商品若是影片課程，目前只接受購買後20分鐘內的退款作業，超過20分鐘，將無法進行退款。#Newline其餘商品可參閱退換貨說明。,ClientService.aiml
0,* 影 片 無 法 撥 放 怎 麼 辦,*,*,您好，影片無法播放問題原因可能是因為片源失效；或是目前影片正在更新中，敬請稍後,ClientService.aiml
0,* 上 傳 影 片,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,* 上 傳 影 片 *,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,上 傳 影 片 *,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,* 影 片 上 傳 *,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,* 影 片 上 傳,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,影 片 上 傳 *,*,*,您好，上傳影片需經過後台審核，約3~5個工作天，審核通過後，我們將寄Email通知您，並且盡速上架影片。,ClientService.aiml
0,* 無 法 上 傳 影 片,*,*,您好，這部分可能是影片檔案較大；或是目前網站使用人數較多，導致上傳數度較慢，還請您多加包涵。,ClientService.aiml
0,* 無 法 上 傳 影 片 *,*,*,您好，這部分可能是影片檔案較大；或是目前網站使用人數較多，導致上傳數度較慢，還請您多加包涵。,ClientService.aiml
0,* 影 片 上 傳 很 慢,*,*,您好，這部分可能是影片檔案較大；或是目前網站使用人數較多，導致上傳數度較慢，還請您多加包涵。,ClientService.aiml
0,* 影 片 上 傳 很 慢 *,*,*,您好，這部分可能是影片檔案較大；或是目前網站使用人數較多，導致上傳數度較慢，還請您多加包涵。,ClientService.aiml
